action,emergency_budget_type,emergency_budget_pct,emergency_cap,paths_used_in_lp,path_library_k,cycle,selected_od_count,active_od_count,PR,MLU,DB,decision_ms,exceeds_literal_K50_condition,all_od_lp_used,selected_od_lp_used,nonselected_policy,gnn_lpd_used,dqn_used_at_inference,rf_used_at_inference
EMERGENCY,percentage,60,2000,3,8,155,977,1628,0.9969710477517087,16.59895099367618,0.002470392836775699,201.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,156,968,1612,0.995286319773357,16.251659190365796,0.012169812807046222,324.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,157,965,1607,0.9968749886126269,15.740313183086155,0.008009050791869553,189.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,158,980,1632,0.99737620938079,15.607581972686177,0.0020643741061028282,192.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,159,977,1628,0.997553460396373,16.022862709327608,0.0023993097198976385,208.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,160,976,1626,0.9977926901746714,15.363117438258268,0.0035605709545657557,294.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,161,990,1650,0.9972766574459182,15.828475587135937,0.0029178675201466117,211.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,162,968,1612,0.9956163065499026,15.881454630929507,0.0012614298585862857,212.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,163,976,1626,0.9959430815950737,16.180571898773056,0.004997362944570837,398.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,164,969,1614,0.9956703244029276,15.531514780817577,0.007826021568156918,207.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,165,969,1614,0.9955558638949262,15.999998687353656,0.004208722567363604,197.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,166,971,1618,0.994845402953157,15.962879532049012,0.004707182664436323,419.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,167,978,1630,0.9955759941650548,16.44456979593553,0.0011821916543468707,203.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,168,972,1619,0.9930077306406606,15.658000241723405,0.016779393918540473,206.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,169,971,1618,0.9823618847261669,16.038024934708382,0.05057915152268328,201.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,170,971,1617,0.9911026383821292,16.015871346084843,0.009039155262175835,437.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,171,975,1625,0.9938539753207567,16.159493096403857,0.005311098116121983,199.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,172,971,1617,0.9888113392847067,16.57660941291323,0.008474267945314813,204.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,173,989,1647,0.9902158323298214,16.263074329924372,0.008233790386890592,366.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,174,973,1621,0.986260242780854,16.046439994582176,0.007716184194779799,195.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,175,976,1626,0.9894362838869929,16.136075478138,0.006124870777823131,187.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,176,977,1627,0.9932138060341761,15.780704203261575,0.00846628298144096,189.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,177,969,1615,0.9752567785448307,16.93340412653542,0.03537652598099698,249.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,178,972,1619,0.9689568072260699,16.269667628769596,0.04102035401751471,188.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,179,969,1614,0.9743664008551304,16.38296549109134,0.007996589792971904,191.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,180,963,1604,0.9845731099936571,15.84505101914966,0.010846800848871269,181.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,181,954,1589,0.9747215477676463,15.763437939244586,0.008520971980829429,287.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,182,959,1598,0.9704270647591439,16.034533878464035,0.006698085237300273,207.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,183,971,1618,0.9713727375892094,16.190389221016687,0.020980583283601535,205.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,184,963,1605,0.9678243710147246,16.282519605138276,0.0070001481132409395,401.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,185,958,1596,0.9768916055156048,15.688106909696236,0.009854449721832179,205.3,True,0,1,ECMP,1,1,0
