action,emergency_budget_type,emergency_budget_pct,emergency_cap,paths_used_in_lp,path_library_k,cycle,selected_od_count,active_od_count,PR,MLU,DB,decision_ms,exceeds_literal_K50_condition,all_od_lp_used,selected_od_lp_used,nonselected_policy,gnn_lpd_used,dqn_used_at_inference,rf_used_at_inference
EMERGENCY,percentage,60,2400,3,8,368,1412,2352,1.0,0.437930467528834,0.00032829503578855933,470.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,369,1412,2352,1.0,0.4375192851587289,0.0005695545574833178,347.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,370,1412,2352,1.0,0.44232242604999766,8.545431251741856e-06,436.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,371,1412,2352,1.0,0.4607238073883005,0.00011933195753002871,340.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,372,1412,2352,1.0,0.4626114154424792,0.00033838585788437397,425.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,373,1412,2352,1.0,0.4680230066716431,0.00040501983138248435,335.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,374,1412,2352,1.0,0.47299219411879934,0.00046159467119863244,327.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,375,1412,2352,1.0,0.48646643000583867,0.0003035366899379325,390.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,376,1412,2352,1.0,0.5084752572700808,3.5985562424944984e-05,317.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,377,1412,2352,1.0,0.5264140051475473,0.00046867566679457154,422.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,378,1412,2352,1.0,0.5369118521166493,0.00030455886375758794,330.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,379,1412,2352,1.0,0.556351601544314,0.00011281549985654572,330.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,380,1412,2352,1.0,0.5795731208944881,0.0005740887663973997,489.9,True,0,1,ECMP,1,1,0
