topology,scenario,run_id,method,mode,throughput_mbps,packet_loss_pct,rtt_ms,jitter_ms,recovery_ms,flow_rule_count,install_ms,controller_status,disconnected,decision_ms,pr,mlu,db,action_name,active_od_count,selected_od_count,full_od_fallback,lp_status,gnn_used,lpd_used,dqn_used,heuristic_used,random_forest_gate_used,sticky_gate_used,stage2_used,disturbance_finalization_used,criticality_backend
geant,spike_x3,5,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.0,4.0,272.233,3552,21.779,OK,0,272.23300000002837,1.0,0.3587156971335412,0.0,KEEP_PREVIOUS_ROUTING,444,444,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,spike_x3,6,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.0,4.0,274.449,3544,21.956,OK,0,274.44854199995916,1.0,0.35592827126653864,0.0,KEEP_PREVIOUS_ROUTING,443,443,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,spike_x3,7,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.0,4.0,309.668,3536,24.773,OK,0,309.66766699998516,1.0,0.35599210147820415,0.0,KEEP_PREVIOUS_ROUTING,442,442,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,spike_x3,8,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.0,4.0,271.999,3512,21.76,OK,0,271.9988750000084,1.0,0.3545533186824527,0.0,KEEP_PREVIOUS_ROUTING,439,439,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,spike_x3,9,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.0,4.0,309.688,3544,24.775,OK,0,309.68833299994003,1.0,0.3637637477531098,0.0,KEEP_PREVIOUS_ROUTING,443,443,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,mixed_spike_failure,0,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.118,4.0,261.438,3536,20.915,OK,0,261.4381250000406,1.0,0.5105622625188903,0.0,KEEP_PREVIOUS_ROUTING,442,442,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,mixed_spike_failure,1,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.0,4.0,293.775,3512,23.502,OK,0,293.774792000022,1.0,0.49893115776577035,0.0,KEEP_PREVIOUS_ROUTING,439,439,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,mixed_spike_failure,2,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.755,4.0,300.071,3552,24.006,OK,0,300.07100000000264,1.0,0.5673810370406136,0.0,KEEP_PREVIOUS_ROUTING,444,444,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,mixed_spike_failure,3,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.589,4.0,260.423,3528,20.834,OK,0,260.42341699996996,1.0,0.5526290497032925,0.0,KEEP_PREVIOUS_ROUTING,441,441,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,mixed_spike_failure,4,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.519,4.0,301.417,3536,24.113,OK,0,301.4171659999647,1.0,0.5463140625391155,0.0,KEEP_PREVIOUS_ROUTING,442,442,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,mixed_spike_failure,5,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.426,4.0,263.516,3552,21.081,OK,0,263.51616700003433,1.0,0.5380735457003116,0.0,KEEP_PREVIOUS_ROUTING,444,444,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,mixed_spike_failure,6,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.38,4.0,317.896,3544,25.432,OK,0,317.89629200000036,1.0,0.533892406899808,0.0,KEEP_PREVIOUS_ROUTING,443,443,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,mixed_spike_failure,7,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.381,4.0,269.968,3536,21.597,OK,0,269.9675420000176,1.0,0.5339881522173062,0.0,KEEP_PREVIOUS_ROUTING,442,442,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,mixed_spike_failure,8,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.356,4.0,263.579,3512,21.086,OK,0,263.5792080000101,1.0,0.531829978023679,0.0,KEEP_PREVIOUS_ROUTING,439,439,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
geant,mixed_spike_failure,9,gnn_lpd_dqn_selective_db_lp,simulate,6500.0,0.0,38.511,4.0,266.861,3544,21.349,OK,0,266.8613750000759,1.0,0.5456456216296647,0.0,KEEP_PREVIOUS_ROUTING,443,443,1,Optimal,1,1,1,0,0,0,0,0,gnn_lpd
