action,emergency_budget_type,emergency_budget_pct,emergency_cap,paths_used_in_lp,path_library_k,cycle,selected_od_count,active_od_count,PR,MLU,DB,decision_ms,exceeds_literal_K50_condition,all_od_lp_used,selected_od_lp_used,nonselected_policy,gnn_lpd_used,dqn_used_at_inference,rf_used_at_inference
EMERGENCY,percentage,75,1400,3,8,293,1400,1892,1.0,0.7483731811047185,0.0004674752200213302,368.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,294,1400,1892,1.0,0.7755420530861973,0.00018894219871339981,237.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,295,1400,1892,1.0,0.7673480545941571,0.0002634323387629873,230.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,296,1400,1892,0.9999999999999999,0.7624147314629047,5.2714662295649906e-05,285.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,297,1400,1892,1.0,0.7817135666265995,0.0005103684895233268,243.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,298,1400,1892,1.0,0.7760827834772108,5.8982908738037557e-05,284.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,299,1400,1892,1.0,0.7832772727576073,0.00022671967398400018,238.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,300,1400,1892,0.9999999999999999,0.7758493826937676,0.0004937403950885768,326.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,301,1400,1892,0.9999999999999999,0.765874748731648,0.0010713137246926043,242.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,302,1400,1892,1.0,0.7741932724329503,0.0009703856649588822,439.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,303,1400,1892,0.9999999999999999,0.7527860079827884,0.0007628316842735523,259.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,304,1400,1892,1.0,0.763558412735176,0.00022114371957776278,245.6,True,0,1,ECMP,1,1,0
